mp_id,full_name,post_name,unit_name,post_title
18063,Батенко Тарас Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Канадою,Член групи з міжпарламентських зв'язків з Канадою
18063,Батенко Тарас Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Польща,Член групи з міжпарламентських зв'язків з Республікою Польща
20978,Безгін Віталій Юрійович,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
20978,Безгін Віталій Юрійович,Голова підкомітету Комітету Верховної Ради України,"Підкомітет з питань адміністративно-територіального устрою Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування","Голова підкомітету з питань адміністративно-територіального устрою Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
20978,Безгін Віталій Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Французькою Республікою,Член групи з міжпарламентських зв'язків з Французькою Республікою
20978,Безгін Віталій Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Грузією,Член групи з міжпарламентських зв'язків з Грузією
20978,Безгін Віталій Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Польща,Член групи з міжпарламентських зв'язків з Республікою Польща
20978,Безгін Віталій Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Естонською Республікою,Член групи з міжпарламентських зв'язків з Естонською Республікою
20978,Безгін Віталій Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Румунією,Член групи з міжпарламентських зв'язків з Румунією
20979,Безугла Мар'яна Володимирівна,Член Комісії,Тимчасова спеціальна комісія Верховної Ради України з питань правового статусу ветеранів війни,Член тимчасової спеціальної комісії Верховної Ради України з питань правового статусу ветеранів війни
20979,Безугла Мар'яна Володимирівна,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
20979,Безугла Мар'яна Володимирівна,"Заступник голови Комітету, голова підкомітету Комітету Верховної Ради України","Підкомітет запровадження цінностей і стандартів НАТО, міжнародного військового співробітництва та миротворчості Комітету Верховної Ради України з питань національної безпеки, оборони та розвідки","Заступник голови Комітету, голова підкомітету запровадження цінностей і стандартів НАТО, міжнародного військового співробітництва та миротворчості Комітету Верховної Ради України з питань національної безпеки, оборони та розвідки"
20979,Безугла Мар'яна Володимирівна,Член Комісії,"Тимчасова слідча комісія Верховної Ради України з питань розслідування пожежі (вибухів) на складах боєприпасів у період з 2014 по 2018 роки в м. Ічня (Чернігівська обл.), м. Калинівка (Вінницька обл.), м. Балаклія (Харківська обл.), м. Сватове (Луганська обл.), м. Кривий Ріг (Дніпропетровська обл.)","Член тимчасової слідчої комісії Верховної Ради України з питань розслідування пожежі (вибухів) на складах боєприпасів у період з 2014 по 2018 роки в м. Ічня (Чернігівська обл.), м. Калинівка (Вінницька обл.), м. Балаклія (Харківська обл.), м. Сватове (Луганська обл.), м. Кривий Ріг (Дніпропетровська обл.)"
20979,Безугла Мар'яна Володимирівна,Член міжпарламентської ради в міжпарламентській організації,Міжпарламентська рада Україна-НАТО,Член міжпарламентської ради Україна-НАТО
20979,Безугла Мар'яна Володимирівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученими Штатами Америки,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
20979,Безугла Мар'яна Володимирівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Федеративною Республікою Німеччина,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
20979,Безугла Мар'яна Володимирівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Королівством Швеція,Член групи з міжпарламентських зв'язків з Королівством Швеція
20979,Безугла Мар'яна Володимирівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Канадою,Член групи з міжпарламентських зв'язків з Канадою
20979,Безугла Мар'яна Володимирівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Польща,Член групи з міжпарламентських зв'язків з Республікою Польща
20979,Безугла Мар'яна Володимирівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученим Королівством Великої Британії та Північної Ірландії,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
20979,Безугла Мар'яна Володимирівна,Заступник Голови Постійної делегації в міжпарламентській організації,Постійна делегація у Парламентській асамблеї НАТО,Заступник Голови Постійної делегації у Парламентській асамблеї НАТО
20979,Безугла Мар'яна Володимирівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Естонською Республікою,Член групи з міжпарламентських зв'язків з Естонською Республікою
20980,Беленюк Жан Венсанович,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
20980,Беленюк Жан Венсанович,Перший заступник голови Комітету Верховної Ради України,Комітет Верховної Ради України з питань молоді і спорту,Перший заступник голови Комітету Верховної Ради України з питань молоді і спорту
20980,Беленюк Жан Венсанович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Японією,Член групи з міжпарламентських зв'язків з Японією
20980,Беленюк Жан Венсанович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученим Королівством Великої Британії та Північної Ірландії,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
20980,Беленюк Жан Венсанович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Південно-Африканською Республікою,Член групи з міжпарламентських зв'язків з Південно-Африканською Республікою
20980,Беленюк Жан Венсанович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Куба,Член групи з міжпарламентських зв'язків з Республікою Куба
20980,Беленюк Жан Венсанович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Сінгапур,Член групи з міжпарламентських зв'язків з Республікою Сінгапур
20980,Беленюк Жан Венсанович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученими Штатами Америки,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
20981,Березін Максим Юрійович,Голова підкомітету Комітету Верховної Ради України,"Підкомітет по соціальним питанням у сферах національної безпеки і оборони Комітету Верховної Ради України з питань національної безпеки, оборони та розвідки","Голова підкомітету по соціальним питанням у сферах національної безпеки і оборони Комітету Верховної Ради України з питань національної безпеки, оборони та розвідки"
20981,Березін Максим Юрійович,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
20981,Березін Максим Юрійович,Член Комісії,"Тимчасова слідча комісія Верховної Ради України з питань розслідування пожежі (вибухів) на складах боєприпасів у період з 2014 по 2018 роки в м. Ічня (Чернігівська обл.), м. Калинівка (Вінницька обл.), м. Балаклія (Харківська обл.), м. Сватове (Луганська обл.), м. Кривий Ріг (Дніпропетровська обл.)","Член тимчасової слідчої комісії Верховної Ради України з питань розслідування пожежі (вибухів) на складах боєприпасів у період з 2014 по 2018 роки в м. Ічня (Чернігівська обл.), м. Калинівка (Вінницька обл.), м. Балаклія (Харківська обл.), м. Сватове (Луганська обл.), м. Кривий Ріг (Дніпропетровська обл.)"
20981,Березін Максим Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Державою Ізраїль,Член групи з міжпарламентських зв'язків з Державою Ізраїль
20981,Березін Максим Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Грузією,Член групи з міжпарламентських зв'язків з Грузією
20981,Березін Максим Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученими Штатами Америки,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
20981,Березін Максим Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами,Член групи з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами
20981,Березін Максим Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Японією,Член групи з міжпарламентських зв'язків з Японією
20981,Березін Максим Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Швейцарською Конфедерацією,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
20981,Березін Максим Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Литовською Республікою,Член групи з міжпарламентських зв'язків з Литовською Республікою
20981,Березін Максим Юрійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Австрійською Республікою,Член групи з міжпарламентських зв'язків з Австрійською Республікою
20983,Боблях Андрій Ростиславович,Член Комісії,"Тимчасова слідча комісія Верховної Ради України з питань розслідування можливих фактів порушення законодавства України та зловживання службовим становищем президентом Української асоціації футболу (Федерації футболу України), головою Комітету Верховної Ради України з питань бюджету Верховної Ради України восьмого скликання Павелком А.В. при вирішенні питання фінансування та реалізації бюджетної програми ""Будівництво футбольних полів зі штучним покриттям в регіонах України"" у 2017-2018 роках","Член тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих фактів порушення законодавства України та зловживання службовим становищем президентом Української асоціації футболу (Федерації футболу України), головою Комітету Верховної Ради України з питань бюджету Верховної Ради України восьмого скликання Павелком А.В. при вирішенні питання фінансування та реалізації бюджетної програми ""Будівництво футбольних полів зі штучним покриттям в регіонах України"" у 2017-2018 роках"
20983,Боблях Андрій Ростиславович,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
20983,Боблях Андрій Ростиславович,Член Комітету Верховної Ради України,Комітет Верховної Ради України з питань гуманітарної та інформаційної політики,Член Комітету Верховної Ради України з питань гуманітарної та інформаційної політики
20983,Боблях Андрій Ростиславович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученими Штатами Америки,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
20983,Боблях Андрій Ростиславович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Італійською Республікою,Член групи з міжпарламентських зв'язків з Італійською Республікою
20983,Боблях Андрій Ростиславович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Польща,Член групи з міжпарламентських зв'язків з Республікою Польща
20983,Боблях Андрій Ростиславович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Японією,Член групи з міжпарламентських зв'язків з Японією
20983,Боблях Андрій Ростиславович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Королівством Данія,Член групи з міжпарламентських зв'язків з Королівством Данія
20983,Боблях Андрій Ростиславович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Литовською Республікою,Член групи з міжпарламентських зв'язків з Литовською Республікою
20983,Боблях Андрій Ростиславович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами,Член групи з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами
20984,Бобровська Соломія Анатоліївна,Секретар Комітету Верховної Ради України,Комітет Верховної Ради України з питань зовнішньої політики та міжпарламентського співробітництва,Секретар Комітету Верховної Ради України з питань зовнішньої політики та міжпарламентського співробітництва
20984,Бобровська Соломія Анатоліївна,Заступник голови Комісії,Тимчасова слідча комісія Верховної Ради України для здійснення парламентського контролю за розслідуваннями нападів на Катерину Гандзюк та інших громадських активістів протягом 2017-2018 років,Заступник голови тимчасової слідчої комісії Верховної Ради України для здійснення парламентського контролю за розслідуваннями нападів на Катерину Гандзюк та інших громадських активістів протягом 2017-2018 років
20984,Бобровська Соломія Анатоліївна,Член депутатської фракції,"Фракція Політичної Партії ""ГОЛОС"" у Верховній Раді України дев'ятого скликання","Член депутатської фракції Політичної Партії ""ГОЛОС"" у Верховній Раді України дев'ятого скликання"
20984,Бобровська Соломія Анатоліївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Турецькою Республікою,Член групи з міжпарламентських зв'язків з Турецькою Республікою
20984,Бобровська Соломія Анатоліївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Канадою,Член групи з міжпарламентських зв'язків з Канадою
20984,Бобровська Соломія Анатоліївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Федеративною Республікою Німеччина,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
20984,Бобровська Соломія Анатоліївна,Заступник керівника групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Естонською Республікою,Заступник керівника групи з міжпарламентських зв'язків з Естонською Республікою
20984,Бобровська Соломія Анатоліївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Литовською Республікою,Член групи з міжпарламентських зв'язків з Литовською Республікою
20984,Бобровська Соломія Анатоліївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученим Королівством Великої Британії та Північної Ірландії,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
20984,Бобровська Соломія Анатоліївна,Заступник Голови Постійної делегації в міжпарламентській організації,Постійна делегація у Парламентській асамблеї НАТО,Заступник Голови Постійної делегації у Парламентській асамблеї НАТО
20984,Бобровська Соломія Анатоліївна,Співголова групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Латвійською Республікою,Співголова групи з міжпарламентських зв'язків з Латвійською Республікою
20984,Бобровська Соломія Анатоліївна,Член міжпарламентської ради в міжпарламентській організації,Міжпарламентська рада Україна-НАТО,Член міжпарламентської ради Україна-НАТО
20984,Бобровська Соломія Анатоліївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Грузією,Член групи з міжпарламентських зв'язків з Грузією
20985,Богданець Андрій Володимирович,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
20985,Богданець Андрій Володимирович,Голова підкомітету Комітету Верховної Ради України,Підкомітет з питань ціноутворення та розвитку зовнішньоекономічної діяльності в агропромисловому комплексі Комітету Верховної Ради України з питань аграрної та земельної політики,Голова підкомітету з питань ціноутворення та розвитку зовнішньоекономічної діяльності в агропромисловому комплексі Комітету Верховної Ради України з питань аграрної та земельної політики
20985,Богданець Андрій Володимирович,Заступник співголови групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Федеративною Республікою Німеччина,Заступник співголови групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
20985,Богданець Андрій Володимирович,Співголова групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Ірак,Співголова групи з міжпарламентських зв'язків з Республікою Ірак
20985,Богданець Андрій Володимирович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Державою Катар,Член групи з міжпарламентських зв'язків з Державою Катар
20985,Богданець Андрій Володимирович,Член Української частини в міжпарламентській організації,Українська частина Парламентської асамблеї України і Республіки Польща,Член Української частини Парламентської асамблеї України і Республіки Польща
20985,Богданець Андрій Володимирович,Секретар групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Королівством Саудівська Аравія,Секретар групи з міжпарламентських зв'язків з Королівством Саудівська Аравія
20985,Богданець Андрій Володимирович,Секретар групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Австрійською Республікою,Секретар групи з міжпарламентських зв'язків з Австрійською Республікою
20985,Богданець Андрій Володимирович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами,Член групи з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами
20986,Богуцька Єлізавета Петрівна,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
20986,Богуцька Єлізавета Петрівна,Член Комітету Верховної Ради України,Комітет Верховної Ради України з питань гуманітарної та інформаційної політики,Член Комітету Верховної Ради України з питань гуманітарної та інформаційної політики
20987,Божик Валерій Іванович,Заступник голови Комітету Верховної Ради України,Комітет Верховної Ради України з питань правової політики,Заступник голови Комітету Верховної Ради України з питань правової політики
20987,Божик Валерій Іванович,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
20987,Божик Валерій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Французькою Республікою,Член групи з міжпарламентських зв'язків з Французькою Республікою
20987,Божик Валерій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Угорщиною,Член групи з міжпарламентських зв'язків з Угорщиною
20987,Божик Валерій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Державою Ізраїль,Член групи з міжпарламентських зв'язків з Державою Ізраїль
20987,Божик Валерій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Румунією,Член групи з міжпарламентських зв'язків з Румунією
20987,Божик Валерій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Корея,Член групи з міжпарламентських зв'язків з Республікою Корея
20987,Божик Валерій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Австрійською Республікою,Член групи з міжпарламентських зв'язків з Австрійською Республікою
20987,Божик Валерій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Грузією,Член групи з міжпарламентських зв'язків з Грузією
11094,Бойко Юрій Анатолійович,Співголова депутатської фракції,"Фракція Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ"" у Верховній Раді України","Співголова депутатської фракції Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ"" у Верховній Раді України"
11094,Бойко Юрій Анатолійович,Член Комітету Верховної Ради України,"Комітет Верховної Ради України з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин","Член Комітету Верховної Ради України з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
11094,Бойко Юрій Анатолійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Ісламською Республікою Афганістан,Член групи з міжпарламентських зв'язків з Ісламською Республікою Афганістан
15826,Бондар Віктор Васильович,Член Комітету Верховної Ради України,Комітет Верховної Ради України з питань транспорту та інфраструктури,Член Комітету Верховної Ради України з питань транспорту та інфраструктури
15826,Бондар Віктор Васильович,Співголова депутатської групи,"Група ""За майбутнє"" у Верховній Раді України","Співголова депутатської групи ""За майбутнє"" у Верховній Раді України"
15826,Бондар Віктор Васильович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Литовською Республікою,Член групи з міжпарламентських зв'язків з Литовською Республікою
15826,Бондар Віктор Васильович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами,Член групи з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами
15826,Бондар Віктор Васильович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Польща,Член групи з міжпарламентських зв'язків з Республікою Польща
15826,Бондар Віктор Васильович,Заступник керівника групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Алжирською Народною Демократичною Республікою,Заступник керівника групи з міжпарламентських зв'язків з Алжирською Народною Демократичною Республікою
15826,Бондар Віктор Васильович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Італійською Республікою,Член групи з міжпарламентських зв'язків з Італійською Республікою
